URI,雑誌タイトル,マンガタイトル,各話タイトル,作者名,開始ページ,終了ページ,雑誌巻号名,ページ数,出版日,価格
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,時計じかけのエトランゼ,新連載,あゆみゆい,101,133,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,きんぎょ注意報！,連載第11回,猫部ねこ,13,48,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,ま・り・あ,連載第2回,武内直子,135,165,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,おもちゃ箱革命,連載第21回,八木ちあき,167,205,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,すくらんぶる同盟,れんさい第19回,松本洋子,207,243,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,まかせてポン！,こたつ　／　肩こり　／　親子ね　／　お年玉　／　おモチ　／　竹馬　／　たこあげ,あなだ〔スペード〕もあ,246,249,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,月下美人,れんさい第4回,ひうらさとる,251,282,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,Pなつ通り,連載第15回,秋元奈美,283,321,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,わんころべえ,あいさつ　／　しんせつ　／　縁日　／　日記　／　目標　／　でぞめしき　／　おせち料理,あべゆりこ,322,325,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,六華のささやき,連載第3回,福原ふみよ,333,369,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,レモンの休日,れんさい第5回,竹田真理子,373,407,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,アイ?BOY,連載第17回,あさぎり夕,49,94,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M602300,なかよし,きうぴーさん,うるわしのこじまたつおは・・・の巻,平園マリ香,95,99,なかよし 1990年 表示号数1,432,1990-01-01,320
https://mediaarts-db.bunka.go.jp/id/M597530,りぼん,マリンブルーの風に抱かれて,第5回,矢沢あい,105,145,りぼん 1990年 表示号数1,466,1990-01-01,390
https://mediaarts-db.bunka.go.jp/id/M597530,りぼん,てこてこはこべ,ジョギング　／　水に流す　／　好き嫌い　／　忘れ物,沢田とろ,146,147,りぼん 1990年 表示号数1,466,1990-01-01,390
https://mediaarts-db.bunka.go.jp/id/M597530,りぼん,マインド・ゲーム,第1回,椎名あゆみ,149,188,りぼん 1990年 表示号数1,466,1990-01-01,390
https://mediaarts-db.bunka.go.jp/id/M597530,りぼん,ちびまる子ちゃん,その40　まるちゃん年賀状をかく　の巻,さくらももこ,228,245,りぼん 1990年 表示号数1,466,1990-01-01,390
https://mediaarts-db.bunka.go.jp/id/M597530,りぼん,ハンサムな彼女,第15回,吉住渉,249,288,りぼん 1990年 表示号数1,466,1990-01-01,390
https://mediaarts-db.bunka.go.jp/id/M597530,りぼん,こいつら100％伝説,第9回,岡田あーみん,328,340,りぼん 1990年 表示号数1,466,1990-01-01,390
https://mediaarts-db.bunka.go.jp/id/M597530,りぼん,チャイム,第10回,水沢めぐみ,349,387,りぼん 1990年 表示号数1,466,1990-01-01,390
https://mediaarts-db.bunka.go.jp/id/M597530,りぼん,どれみふぁドレミ,第29回　神様からのお年玉,赤座ひではる,390,398,りぼん 1990年 表示号数1,466,1990-01-01,390
https://mediaarts-db.bunka.go.jp/id/M597530,りぼん,たんぽぽたん,雪ウサギ　／　童話の本　／　ワタシの夢は・・・　／　ワタシはシンデレラ,ところはつえ,62,63,りぼん 1990年 表示号数1,466,1990-01-01,390
https://mediaarts-db.bunka.go.jp/id/M597530,りぼん,ときめきトゥナイト2,第24回,池野恋,65,103,りぼん 1990年 表示号数1,466,1990-01-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,アイ?BOY,連載第18回,あさぎり夕,11,51,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,時計じかけのエトランゼ,連載第2回,あゆみゆい,133,163,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,オレンジポケット,新れんさい,高瀬綾,165,200,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,Pなつ通り,連載第16回,秋元奈美,201,237,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,わんころべえ,豆　／　めざまし　／　テレビ出演　／　つらら　／　バレンタインデー　／　かまくら　／　お客さま,あべゆりこ,238,241,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,すくらんぶる同盟,れんさい第20回,松本洋子,249,280,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,おもちゃ箱革命,連載第22回！,八木ちあき,281,313,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,レモンの休日,最終回,竹田真理子,315,350,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,まかせてポン！,豆まき　／　雪の日　／　雪だるま　／　スキー　／　おつかい　／　スケート　／　春がきた？　,あなだ〔スペード〕もあ,352,355,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,月下美人,れんさい第5回,ひうらさとる,363,395,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,六華のささやき,最終回,福原ふみよ,397,427,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,きうぴーさん,アイツの?をとりかえせ　その1,平園マリ香,53,57,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,ま・り・あ,第3回,武内直子,63,95,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602299,なかよし,きんぎょ注意報！,第12回,猫部ねこ,97,130,なかよし 1990年 表示号数2,448,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M597529,りぼん,ちびまる子ちゃん,その41・まるちゃん学校でお腹いたくなるの巻,さくらももこ,149,166,りぼん 1990年 表示号数2,452,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M597529,りぼん,ときめきトゥナイト2,第25回,池野恋,167,206,りぼん 1990年 表示号数2,452,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M597529,りぼん,チャイム,第11回,水沢めぐみ,207,244,りぼん 1990年 表示号数2,452,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M597529,りぼん,マインド・ゲーム,第2回,椎名あゆみ,251,289,りぼん 1990年 表示号数2,452,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M597529,りぼん,マリンブルーの風に抱かれて,第6回,矢沢あい,291,329,りぼん 1990年 表示号数2,452,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M597529,りぼん,有閑倶楽部,茅台　炎の復讐の巻,一条ゆかり,333,379,りぼん 1990年 表示号数2,452,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M597529,りぼん,新鋭読みきりシリーズ,第1弾　えりかと砂糖の星,楓野みかる,385,429,りぼん 1990年 表示号数2,452,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M597529,りぼん,どれみふぁドレミ,第30回　雪の1日,赤座ひではる,56,63,りぼん 1990年 表示号数2,452,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M597529,りぼん,ハンサムな彼女,第16回　,吉住渉,65,104,りぼん 1990年 表示号数2,452,1990-02-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,きんぎょ注意報！,ハチャメチャ連載第13回,猫部ねこ,11,45,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,わんころべえ,特別ゲスト　／　毛皮　／　なかよし　／　おにぎり　／　1輪車　／　研究　／　ときめき,あべゆりこ,140,143,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,おもちゃ箱革命,連載第23回,八木ちあき,149,184,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,オレンジポケット,れんさい第2回,高瀬綾,185,215,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,ま・り・あ,第4回,武内直子,217,247,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,すくらんぶる同盟,れんさい第21回,松本洋子,249,285,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,きうぴーさん,アイツの?をとりかえせ　その2,平園マリ香,289,293,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,時計じかけのエトランゼ,連載第3回,あゆみゆい,299,329,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,Pなつ通り,最終回,秋元奈美,331,369,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,まかせてポン！,最終回　／　まだねむい　／　春アララ　／　ひなまつり　／　ホームラン　／　あーいたい！　／　ミニ番長の恋　／　女の子らしく,あなだ〔スペード〕もあ,370,373,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,月下美人,れんさい第6回,ひうらさとる,47,78,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,月うさぎたまご姫,第1話昼下がりのお客様の巻,片岡みちる,81,95,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602298,なかよし,アイ?BOY,連載第19回,あさぎり夕,97,139,なかよし 1990年 表示号数3,430,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,銀色のハーモニー,第2回,柊あおい,117,159,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,ハンサムな彼女,第17回,吉住渉,15,54,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,マリンブルーの風に抱かれて,第7回,矢沢あい,161,201,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,どれみふぁドレミ,第31回　冬将軍を倒せ,赤座ひではる,202,209,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,ときめきトゥナイト2,第26回,池野恋,217,255,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,マインド・ゲーム,第3回,椎名あゆみ,256,292,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,てこてこはこべ,ノック　／　席がえ　／　ガムふんじゃった　／　鉄棒,沢田とろ,298,299,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,有閑倶楽部,茅台炎の復讐の巻　第3回,一条ゆかり,339,380,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,新鋭読みきりシリーズ,第2弾　週末の約束,あいざわ遥,381,425,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,こいつら100％伝説,第11回,岡田あーみん,427,439,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,たんぽぽたん,ヒヨコ　ぴよぴよ　／　だれにもヒミツ　／　育ての親　／　森の中の温泉,ところはつえ,442,443,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,チャイム,第12回,水沢めぐみ,55,93,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M597528,りぼん,ちびまる子ちゃん,その42　まるちゃん熱帯魚を買うの巻,さくらももこ,99,115,りぼん 1990年 表示号数3,464,1990-03-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,わんころべえ,エイプリルフール　／　いちご大福　／　イモムシ　／　ロック　／　お花見　／　かくれんぼ　／　たまご,あべゆりこ,106,109,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,スマイルアゲイン,新連載,高杉菜穂子,11,46,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,きんぎょ注意報！,第14回,猫部ねこ,115,146,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,月下美人,れんさい第7回,ひうらさとる,149,178,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,ま・り・あ,NAOKOのスイート・ストーリー第5回,武内直子,181,216,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,オレンジポケット,れんさい第3回,高瀬綾,217,247,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,ひかりちゃんSHOCK！,うれしハズかし新学期の巻,山田浩一,249,258,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,時計じかけのエトランゼ,最終回,あゆみゆい,265,295,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,おもちゃ箱革命,最終回,八木ちあき,297,334,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,きうぴーさん,春なのにひとりのきうぴーさん…,平園マリ香,335,339,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,すくらんぶる同盟,れんさい第22回,松本洋子,347,380,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,月うさぎたまご姫,第2話　おーかみ族の恐怖の巻,片岡みちる,47,61,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602297,なかよし,アイ?BOY,連載20回め,あさぎり夕,63,103,なかよし 1990年 表示号数4,430,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,チャイム,第13回,水沢めぐみ,105,141,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,ときめきトゥナイト2,第27回,池野恋,11,49,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,くるみの森,第1回,萩岩睦美,147,172,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,ちびまる子ちゃん,その43・『まるちゃん　自分の部屋がほしくなる』の巻,さくらももこ,215,231,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,ハンサムな彼女,第18回,吉住渉,233,270,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,マインド・ゲーム,第4回,椎名あゆみ,271,305,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,てこてこはこべ,星に願いを　／　1年生　／　春　／　せんたくばさみ,沢田とろ,310,311,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,××マーチング,第1回,大塚ゆみ,349,385,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,こいつら100％伝説,第12回,岡田あーみん,386,398,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,たんぽぽたん,お山の救援隊　／　タケノコがでた!!　／　習性　いろいろ　／　おもらし対策,ところはつえ,440,441,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,どれみふぁドレミ,第32回　春のキューピッド,赤座ひではる,52,59,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M597527,りぼん,銀色のハーモニー,第3回,柊あおい,63,103,りぼん 1990年 表示号数4,464,1990-04-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,アイ?BOY,連載第21回,あさぎり夕,11,51,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,スマイルアゲイン,連載第2回,高杉菜穂子,115,147,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,すくらんぶる同盟,れんさい第23回,松本洋子,149,180,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,DYNAMITES！（ダイナマイツ）,新連載,飛鳥あると,181,213,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,オレンジポケット,れんさい第4回,高瀬綾,215,245,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,月下美人,ますますもりあがる　れんさい第8回,ひうらさとる,247,278,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,ま・り・あ,最終回,武内直子,279,313,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,ひかりちゃんSHOCK！,第2話　おまじないパワー,山田浩一,315,324,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,きうぴーさん,あるおかさまに花たばを・・・の巻,平園マリ香,373,377,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,月うさぎたまご姫,第3話　彩奈ちゃんの逆襲の巻,片岡みちる,53,67,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,わんころべえ,こいのぼり　／　五月人形　／　平和　／　母の日　／　ふたり乗り　／　愛鳥週間　／　うたがい,あべゆりこ,72,75,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602295,なかよし,きんぎょ注意報！,ハチャメチャ連載第15回,猫部ねこ,79,112,なかよし 1990年 表示号数5,430,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,ちびまる子ちゃん,その44　『まる子　山口百恵のコンサートに行く』の巻,さくらももこ,103,118,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,てこてこはこべ,トンネル　／　女の子　／　休み時間　／　あぶないっ!?,沢田とろ,126,127,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,ハンサムな彼女,第1部　最終回,吉住渉,131,169,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,マインド・ゲーム,第5回,椎名あゆみ,170,203,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,こいつら100％伝説,第13回,岡田あーみん,204,214,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,マリンブルーの風に抱かれて,第9回,矢沢あい,215,254,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,くるみの森,第2回,萩岩睦美,255,273,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,たんぽぽたん,はじめまして　／　おたまじゃくし　／　けもの道　／　安眠妨害,ところはつえ,278,279,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,銀色のハーモニー,第4回,柊あおい,281,321,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,××マーチング,第2回,大塚ゆみ,359,393,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,ごめんなさいこ?ぱわあ2,前後編　前編,楠桂,397,441,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,どれみふぁドレミ,第33回　さんざんピクニック,赤座ひではる,56,62,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M597526,りぼん,ときめきトゥナイト2,第28回,池野恋,63,101,りぼん 1990年 表示号数5,464,1990-05-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,月うさぎたまご姫,第4話　たまごをかえせ！の巻,片岡みちる,107,122,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,アマリリス,新連載,竹田真理子,11,51,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,わんころべえ,かくしごと　／　ジューンブライド　／　カサ　／　あじさい　／　おねしょ　／　よこづなちゃんの巻　／　発見！,あべゆりこ,124,127,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,きんぎょ注意報！,ハチャメチャ連載第16回,猫部ねこ,131,163,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,スマイルアゲイン,はつらつ学園グラフィティー連載第3回,高杉菜穂子,165,195,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,月下美人,大人気れんさい第9回,ひうらさとる,259,293,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,すくらんぶる同盟,れんさい第24回,松本洋子,297,329,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,ひかりちゃんSHOCK！,第3話　父の日のプレゼント,山田浩一,331,340,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,DYNAMITES！（ダイナマイツ）,はじまるやいなや、たちまちの大人気・・・ときたもんだ！第2回も堂々（笑）の32ページ,飛鳥あると,346,379,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,オレンジポケット,れんさい第5回,高瀬綾,381,411,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,きうぴーさん,動物園へいこう！その１,平園マリ香,53,57,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602294,なかよし,アイ?BOY,連載第22回,あさぎり夕,63,105,なかよし 1990年 表示号数6,430,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M597525,りぼん,くるみの森,第3回,萩岩睦美,123,141,りぼん 1990年 表示号数6,464,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M597525,りぼん,マリンブルーの風に抱かれて,第10回,矢沢あい,189,225,りぼん 1990年 表示号数6,464,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M597525,りぼん,てこてこはこべ,新しい机　／　めざし　／　食前のマナー　／　手品　／　夢のあと　／　梅雨あけ,沢田とろ,230,232,りぼん 1990年 表示号数6,464,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M597525,りぼん,マインド・ゲーム,第6回,椎名あゆみ,275,310,りぼん 1990年 表示号数6,464,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M597525,りぼん,たんぽぽたん,プレゼント　／　虫のしらせ　／　本当のママ　／　お外はくらい・・・,ところはつえ,314,315,りぼん 1990年 表示号数6,464,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M597525,りぼん,銀色のハーモニー,第5回,柊あおい,317,353,りぼん 1990年 表示号数6,464,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M597525,りぼん,こいつら100％伝説,第14回,岡田あーみん,388,398,りぼん 1990年 表示号数6,464,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M597525,りぼん,ごめんなさいこ?ぱわあ2,前後編　後編,楠桂,399,439,りぼん 1990年 表示号数6,464,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M597525,りぼん,どれみふぁドレミ,第34回　おめでとうマリコ先生,赤座ひではる,55,61,りぼん 1990年 表示号数6,464,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M597525,りぼん,ちびまる子ちゃん,その45　『お父さんとお母さんけんかする』の巻,さくらももこ,63,79,りぼん 1990年 表示号数6,464,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M597525,りぼん,ハンサムな彼女,番外編　OSAMU　前後編前編,吉住渉,81,121,りぼん 1990年 表示号数6,464,1990-06-01,390
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,リトル行進曲（マーチ）,新連載,八木ちあき,11,46,なかよし 1990年 表示号数7,430,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,DYNAMITES！（ダイナマイツ）,見よ！自由の女神をも持ち上げるこのパワー。毎度おさわがせの第3回は、これだ！,飛鳥あると,133,163,なかよし 1990年 表示号数7,430,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,アイ?BOY,連載第23回,あさぎり夕,165,205,なかよし 1990年 表示号数7,430,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,きうぴーさん,動物園へいこう！その2,平園マリ香,207,211,なかよし 1990年 表示号数7,430,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,わんころべえ,ぼくも・・・　／　たなばた　／　ねがいごと　／　さとり　／　なかみ　／　イントロあて　／　ラジオ体操　,あべゆりこ,258,261,なかよし 1990年 表示号数7,430,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,アマリリス,連載第2回,竹田真理子,265,297,なかよし 1990年 表示号数7,430,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,すくらんぶる同盟,れんさい第25回,松本洋子,299,329,なかよし 1990年 表示号数7,430,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,ひかりちゃんSHOCK！,第4話　美人の条件,山田浩一,331,340,なかよし 1990年 表示号数7,430,1990-07-01,390
